,title,MLS ID,transaction_type,home_type,level,first day on market,last day on market,sold_price,list_price,bedrooms,bathrooms,den,sqft,exposure,parking,locker,maintanance fee,description,link,address
2562,55 Delisle Ave 404 | Apartment For Sale,C5116888,for sale,Residential Apartment,4,20210216,,,"1,950,000",2,2,1,1400-1599,NW,Owned,Owned,1453.02,"The Carlyle, Luxury, Sophisticated, Exclusive, Classic&amp; Boutique 12 Storey Building Located In The Prestigious Yonge/St.Clair/Avenue Area, Quiet Street .2+1, 1,505 Sq.Ft Corner Unit ,9'Ceiling, Hardwood Style Floors, Pot Lights European Design Kitchen W/Sep Breakfast Area W/O To Balcony, Granite Counters, Stainless Steel Appliances. Minutes Walk To Yonge And St Clair Subway, Fabulous Shops &amp; Fine Restaurants. S/S Kitchenaid Stove, Fridge, Microwave, Dishwasher. Washer And Dryer, Existing Window Coverings. Parking  And Locker.24 Hr Concierge, Guest Suite, Party Room, Gym, Visitor Parking""",https://www.realmaster.com/en/toronto-on/55-delisle-ave/404-yonge-st-clair-TRBC5116888?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=70,"404 55 Delisle Ave, Toronto, Ontario, M4V3C2"
2563,77 Shuter St 207 | Apartment For Sale,C5116498,for sale,Residential Apartment,2,20210216,,,"520,000",1,1,0,500-599,E,None,None,321.32,"Welcome To 88 Queen! Brand New, Never Lived In 1 Bedroom, Facing East Full Of Natural Light. Steps Away From Yonge St, Eaton Centre, Subway, Toronto's Financial Core, Ryerson University, And The St Michael Hospital. Everything W Within Walking Distance 4 Mins. Lovely 82 Sqft Balcony! Amenities Include: Pool, Gym, Sun Lounger, Outdoor Bbq. Stainless Steel Fridge, Stove, Microwave, Built-In Dishwasher, All In One Washer/Dryer, Electrical Light Fixtures.""",https://www.realmaster.com/en/toronto-on/77-shuter-st/207-church-yonge-corridor-TRBC5116498?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=70,"207 77 Shuter St, Toronto, Ontario, M5B0B8"
2564,600 Fleet St 2503 | Apartment For Sale,C5115731,for sale,Residential Apartment,25,20210215,,,"619,000",1,1,1,600-699,SE,Rental,None,400.58,"Malibu 1+Den With Fantastic Water And Harbour Views! Close To Marina, Porter, Starbucks, Tim Hortons, Subway, Orange Theory Fitness, Loblaws And Shoppers Across The Street. Streetcar To King St, Bathurst Subway And Union Station. Large Den Is Separate Room That Can Be Used As Home Office Or Guest Quarters. Fridge, Stove, B/I Microwave, Washer/Dryer""",https://www.realmaster.com/en/toronto-on/600-fleet-st/2503-niagara-TRBC5115731?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=70,"2503 600 Fleet St, Toronto, Ontario, M5V1B7"
2565,161 Roehampton Ave 527 | Apartment For Sale,C5113187,for sale,Residential Apartment,4,20210211,,,"515,000",1,1,0,0-499,E,None,None,248,"150 Redpath Condos By Freed Developments, In The Heart Of Yonge &amp; Eglinton! Like New! 1 Bed 1 Bath. Unit Features 99Sqft Terrace Facing Courtyard. Open Concept Floor Plan, Floor To Ceiling Windows, Exposed Concrete Ceilings, Integrated Kitchen With Appliances. Fast &amp; Convenient Elevator. Upgraded Laminate Floors.Condo Amenities: Car Wash, Roof Top Infinity Pool, Private Dining, Spa, Full Gym, Games Room. Perfect For Young Professionals And Investors. Built-In Cabinet, Stove, Fridge, Stainless Steel Oven, High Efficiency Washer/Dryer. Upgraded Laminate Floors.Beautiful Terrace.""",https://www.realmaster.com/en/toronto-on/161-roehampton-ave/527-mount-pleasant-west-TRBC5113187?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=70,"527 161 Roehampton Ave, Toronto, Ontario, M4P1P9"
2566,2 Sonic Way 407 | Apartment For Sale,C5110739,for sale,Residential Apartment,4,20210210,,,"749,900",2,2,0,1200-1399,SE,Owned445,Owned,580,"Exceptional Private Terrace, 1262 Sqft Includes 475Sqft Of Terrace, Your Own Private Roof Top, Only 4 Condos With Such Private Rooftop In The Whole Building, Overlooking Playing Ground Parking, Locker, High End Ss Appliances, Washer And Dryer.""",https://www.realmaster.com/en/toronto-on/2-sonic-way/407-flemingdon-park-TRBC5110739?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=70,"407 2 Sonic Way, Toronto, Ontario, M3C 0P1"
2567,15 Fort York Blvd Ph05 | Apartment For Sale,C5108561,for sale,Residential Apartment,42,20210208,,,"3,950,000",3,3,1,2250-2499,S,OwnedB76B112,Owned,1500,"Mansion In The Sky. Unique Downtown Penthouse, 2,500 Sf, 48th Fl.10' Ceiling, City &amp; Lake Views. Second To None! Steps To Queens Quay, Water Taxi To The Islands , Walk Along Harbour Front. This Downtown Locale Makes City Living A Year Round Holiday. It Has 3 Terraces W/ Panoramic Views Of Rogers Stadium, Cn Tower, Lake Views Of Islands &amp; Marinas, Billy Bishop Airport, Where You Can Literally See If Your Flight If Is On Time! Gas On Terrace For Barbeque . S/S Double Door Fridge Lg, S/S Glass Flat Stove Viking, S/S Wine Fridge Viking, S/S Vent Hood Bosh, S/S Dishwasher Viking, Douglas Hunter Blinds, All Light Fixtures, All Window Coverings, 2 Park/ Park 3 , 2 Lock 962 Sf 3 Terraces Lake""",https://www.realmaster.com/en/toronto-on/15-fort-york-blvd/ph05-waterfront-communities-c1-TRBC5108561?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=70,"Ph05 15 Fort York Blvd, Toronto, Ontario, M5V3Y4"
2568,68 Abell St 735 | Apartment For Sale,C5096731,for sale,Residential Apartment,6,20210128,,,"515,000",1,1,0,0-499,N,Owned288,Owned,342.86,"West Queen West, Liberty Village, Parkdale And Little Portugal At Your Finger Tips! This 1 Br, 1 Wr Condo With Parking &amp; A Locker Is What 1st Time Buyers &amp; Investors Have Been Waiting For. Bright, Open Concept &amp; Versatile Layout Makes Efficient Use Of Every Square Inch. All The Amenities You Need Incl Gym, Party Room, Concierge, Visitor Parking, Rooftop Garden + Steps To All Of Downtown West Restaurants, Bars, Clubs, Gyms, Immediate Ttc Access And More! Inclusions: Stainless Steel Ge Stove, Ss Whirlpool Microwave, Ss Lg Fridge, SsWhirlpool Dishwasher, Whirlpool Stacked Washer &amp; Dryer, All Window Coverings And Blinds &amp; All Electric Light Fixtures. See Attached 3D Matterport Tour.""",https://www.realmaster.com/en/toronto-on/68-abell-st/735-little-portugal-TRBC5096731?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=70,"735 68 Abell St, Toronto, Ontario, M6J0A2"
2569,2221 Yonge St 3009 | Apartment For Sale,C5096357,for sale,Residential Apartment,30,20210127,,,"799,000",2,2,0,700-799,NW,Owned,Owned,438.6,"On Yonge &amp; Eglinton. Open Concept Condo 2 Bedrooms &amp; 2 Full Washrooms (730 Sq.Ft.) Plus 303 Sq.Ft. Wraparound Large Balcony. Total Area 1,033 Sq.Ft. Features Floor To Ceiling Windows, Wide Plank Laminate Floors And A Contemporary Kitchen With Fully Integrated/Built In S/S Appliances &amp; Caesar-Stone Counters. Modern Design Selected Hardware. Almost 9Ft Ceilings In Most Of The Unit. Decora Style Light Switches. Designer's Selected Porcelain Flooring In Bathrooms Condo Fees &amp; Property Taxes To Be Assessed.""",https://www.realmaster.com/en/toronto-on/2221-yonge-st/3009-mount-pleasant-west-TRBC5096357?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=70,"3009 2221 Yonge St, Toronto, Ontario, M4S 0B8"
2570,80 St Patrick St E 1120 | Apartment For Sale,C5096201,for sale,Residential Apartment,10,20210126,,,"438,000",1,1,0,500-599,E,None,None,458,"Prime Downtown Location, Very Bright Well Maintained Unit On The Top Floor W/East Facing Balcony. Walk To 2 Subways (St.Patrick &amp; Osgoode), 5 Major Hospitals, Financial And Entertainment Districts, Trendy Queen St.West, U Of T, Ocad, China Town And Much More. Great Building Amenities Incl. Outdoor Pool, Exercise And Recreation Room, Very Well Maintained Building. Fridge, Stove, Blinds, Elfs, All Utilities: Heat, Hydro, Cac, Water + Rogers Cable Included In Maintenance Fees!""",https://www.realmaster.com/en/toronto-on/80-st-patrick-st-e/1120-kensington-chinatown-TRBC5096201?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=70,"1120 80 St Patrick St E, Toronto, Ontario, M5T2X6"
2571,20 Tubman Ave 1104 | Apartment For Sale,C5094063,for sale,Residential Apartment,11,20210125,,,"747,500",2,2,0,800-899,NE,Owned45,Owned,468,"By Daniels Custom-Designed 2Br &amp; 2Wr Corner Unit, Toronto Downtown, Across Fr The Aquatic Center, Regent Park Athletic Grounds, Paintbox Bistro, Shoppers Drug Mart, Ttc,Subway, Close To Qew &amp; Dvp. 24 Hrs Concierge, Contemporary Kitchen Cabinetry, Quartz Counter Top, High Speed Elevators, Huge Balcony. Tenant Until Nov 31, 2021, (Tenant Pays $2200/Mo+Utility) Excellent  Income Property. European Style S.S Apps,Fridge,Glass Cooktop,B/I Oven, Dishwasher, Microwave,Front Loading Stalked Washer/Dryer,Quartz Counter Top/Island, Gym,Bbq,Theater,Study Room,Rock Climbing,Craft Room,Guest Suites,Rooftop &amp; More.Lots Of Sun Light.""",https://www.realmaster.com/en/toronto-on/20-tubman-ave/1104-regent-park-TRBC5094063?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=70,"1104 20 Tubman Ave, Toronto, Ontario, M5A0M5"
2572,1 King St W 4401 | Apartment For Sale,C5083295,for sale,Residential Apartment,44,20210113,,,"514,900",0,1,0,500-599,W,None,None,773.96,"Located At The Prestigious One King West In The Heart Of The Financial District. Great Investment Opportunity! Most Desirable Location For Professionals To Live &amp; Work. Direct Building Access To Subway And Path. Luxurious Facilities That Include, Gym, Pool, 24Hr Concierge And Much More! Great Layout With Fabulous Views From The 44th Floor! Condo Fees Include: Tv, Internet, Heat, Hydro, A/C, &amp; Water. Extras Include: Bar Fridge, Washer, Dryer And Microwave All Elfs And Window Coverings. Excluded: Toaster Oven""",https://www.realmaster.com/en/toronto-on/1-king-st-w/4401-bay-street-corridor-TRBC5083295?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=70,"4401 1 King St W, Toronto, Ontario, M5H1A1"
2573,60 Shuter St 2501 | Apartment For Sale,C5082783,for sale,Residential Apartment,9,20210108,,,"599,888",1,1,0,0-499,E,None,None,291.15,"***Assignment Sale*** 1 Bed 1 Bath Open Concept 454 Sq. Fett Condo In The Heart Of Downtown Toronto. Great Location With Perfect Walk Score At Church And Shuter. Great For Investment Or Personal Use. Steps To Eaton Centre, Universities, Hospitals, Restaurants And Entertainment. Fridge, Wall Oven, Cooktop, Dishwasher, Microwave, Washer And Dryer.""",https://www.realmaster.com/en/toronto-on/60-shuter-st/2501-church-yonge-corridor-TRBC5082783?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=70,"2501 60 Shuter St, Toronto, Ontario, M5B1A8"
2574,30 Gloucester St 910 | Apartment For Sale,C5076631,for sale,Residential Apartment,9,20210106,,,"429,900",1,1,0,0-499,S,Common,Common,635.78,"Bright South View Unit W/ Beautiful Floor To Ceiling Window. Ready To Move-In &amp; Enjoy! Steps To Subway, U Of T, Ryerson, Parks &amp; Shops. Unbelievable Value For This Location. Incl.: Full Width Balcony Perfect For Entertaining, Parking &amp; Locker (As Assigned). Pet Friendly Bldg, Amenities Incl. Guest Parking, Spacious Bbq Patio, Library, Gym, Billiard Rm, Security System, Mail Delivered To Door &amp; Underground Car Wash *Maint. Fees Include Property Taxes Fridge, Stove, Range Hood, Elf's, Wndw Coverings, A/C Wall Unit. Extremely Well Maintained Co-Ownership Bldg. Requires A 20-30% Down Payment. Financing Avail. Thru Credit Unions, List Of Lenders Avail. Check Out Common Element Renderings.""",https://www.realmaster.com/en/toronto-on/30-gloucester-st/910-church-yonge-corridor-TRBC5076631?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=70,"910 30 Gloucester St, Toronto, Ontario, M4Y1L6"
2575,30 Greenfield Ave Ph 1 | Apartment For Sale,C5058514,for sale,Residential Apartment,23,20201207,,,"739,000",2,2,1,1000-1199,NW,OwnedA-35OwnedB134,None,813.53,"Tridel Rodeo Walk Penthouse Unit, 9' Ceiling, 2 Parkings (One In Exclusive Penthouse Parking Area Next To Entrance), Walk To Subway/Ttc/Shoppings, Minutes To Hwy 401, Earl Haig High School Area Fridge, Stove, B/I Dw, Washer, Dryer, Elfs, Blinds (In As Is)""",https://www.realmaster.com/en/toronto-on/30-greenfield-ave/ph-1-willowdale-east-TRBC5058514?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=70,"Ph 1 30 Greenfield Ave, Toronto, Ontario, M2N6N3"
2576,1161 O'connor Dr | Other For Sale,E5121817,for sale,Residential Other,,20210219,,,"5,349,000",,,,6695,,,,,"Fantastic Turn-Key Investment! Beautifully Updated With No Expense Spared. Legal 12 Unit Building With Top To Bottom Renovation Of Every Unit. Complete With New Flooring, Modern Kitchens, Tiled Bathrooms, Paint, Electrical, Common Areas, Mechanicals. All Fully Permitted. Newer Roof, Windows, Waterproofing. Clean Phase 1 Esa Completed. More Information Available On Complete List Of Updates And Rent Roll. High Quality Tenants. Offered At A 4% Cap Rate! 12 Stainless Steel Fridges, 12 S/S Stoves, 12 S/S Otr Microwaves, 12 S/S Dishwashers. All Existing Light Fixtures, All Existing Window Coverings. 2 Coin-Op Washers, 2 Coin-Op Dryers.""",https://www.realmaster.com/en/toronto-on/1161-oconnor-dr/oconnor-parkview-TRBE5121817?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=70,"1161 O'connor Dr, Toronto, Ontario, M4B2T5"
2577,22 Hatchet Pl | House For Sale,E5121380,for sale,Residential House,,20210219,,,"698,000",3,2,0,,N,,,,"3 Bedroom Bungalow On Quiet Cul-De-Sac With Private Large Pie Shaped Yard, Steps To Ttc, Close To 401.  Renovate To Your Tastes, Main Bath Gutted, Mostly New Floors &amp; Sub Floors, Basement Open &amp; Ready To Design &amp; Create To Your Liking. All Existing Electric Light Fixtures, 1 Fridge, 1 Stove, 1 B/I D/W, 1 Washer (As Is), 1 Dryer, 1 Microwave, Window Blinds""",https://www.realmaster.com/en/toronto-on/22-hatchet-pl/malvern-TRBE5121380?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=70,"22 Hatchet Pl, Toronto, Ontario, M1B 1C7"
2578,168 Essex St | House For Sale,W5121783,for sale,Residential House,,20210219,,,"1,249,000",4,3,0,1500-2000,N,,,,"Great Location, Close To Bloor Ossington/Christie Subway. Bright Spacious Home With Loads Of Natural Light.  Unlimited Potential. Live In And Rent Or Convert To Single Family. Parking Off Lane And Easy Parking On Extra Wide Essex St All Elfs, 2 Fridges, 2 Stoves Furnace (Owned), Hwt (Rental),""",https://www.realmaster.com/en/toronto-on/168-essex-st/dovercourt-wallace-emerson-junction-TRBW5121783?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=70,"168 Essex St, Toronto, Ontario, M6G1T5"
2579,609 Oxford St | House For Sale,W5121608,for sale,Residential House,,20210219,,,"1,299,000",3,2,1,1100-1500,S,,,,"Solid Brick Spacious 3 Br. Detached Raised Bungalow With A Private Drive And South Facing Backyard. Separate Side Entrance To Full High Basement. Great Bones. Huge Lot 44 X 120 Ft! Driveway Accommodates 3 Cars. 3/4 Inch Water Line Into Property (19) . Attention Builders/Renovators! Great Opportunity For Renovation, Top Up Or Brand New Home! Walk To Mimico Go Station! Super Close To Qew, 427. Lots Of New Construction In The Area!. All Existing Electric Light Fixtures, Fridge, Stove, Gb&amp;E (As Is), Cac (Not Working), All Appliances In As Is Condition. Vendor Has Option To Take Vinyl Shed.""",https://www.realmaster.com/en/toronto-on/609-oxford-st/mimico-TRBW5121608?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=70,"609 Oxford St, Toronto, Ontario, M8Y1E7"
2580,151 The Westway | House For Sale,W5121322,for sale,Residential House,,20210219,,,"1,249,000",3,2,1,,S,,,,"*Terrific Lot* This Bright &amp; Spacious Bungalow W/Attached Garage Sits On A Large &amp; Tastefully Landscaped Lot. Offering 3 Bdrms On Main W/4 Pce Bath. Separate Side Entrance To Recently Finished Basement. Newly Built Custom Homes In Neighborhood. Conveniently Close To All Amenities, Schools, Shopping And Public Transportation. Existing Fridge, Stove, Washer, Dryer, Cac (All In As-Is Condition). All Electric Light Fixtures And Window Coverings. All Existing Furnitures. Great Location -Steps To Park And Transit.""",https://www.realmaster.com/en/toronto-on/151-the-westway/willowridge-martingrove-richview-TRBW5121322?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=70,"151 The Westway, Toronto, Ontario, M9P 2B6"
2581,58 Nairn Ave | House For Sale,W5112129,for sale,Residential House,,20210211,,,"1,799,000",3,4,0,,W,,,,"Trendy St. Clair West Dream Home On A Tranquil Treelined Street! Live In Luxury In This Fully Renovated Spacious &amp; Bright House In The Heart Of Corso Italia! This Modern 2 Storey Gorgeous Sun Filled Home, Like A New Build, Features Rear Addition, 3 Bedrooms, 4 Bathrooms, Finished Basement With Kitchen &amp; Laundry Room Rough-Ins, Possible Income Producing Suite With Separate Entrance &amp; High Ceilings. Just Come Move Into The House &amp; Neighbourhood Of Your Dream. Romeo/Juliet Balcony, Laundry Area, Tall Ceilings Thru-Out, Designer Kitch &amp; Appl., Open Concept Main With W/O To Private Yard, Pro Landscaping, White Spanish Bricks, Stucco, New Roof, Hvac, Electrical (200A), Plumbing, Fence W/Lights&amp;More!""",https://www.realmaster.com/en/toronto-on/58-nairn-ave/corso-italia-davenport-TRBW5112129?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=70,"58 Nairn Ave, Toronto, Ontario, M6E4G7"
2582,7 Royal Wood Crt | House For Sale,W5102332,for sale,Residential House,,20210131,,,"1,448,888",4,4,1,,W,,,,"Richmond Gardens!!Rarely Available Detached 2 Storey Home W/ 4 Bdrms, 4 Wshrms, Finished Bsmt &amp; Double Car Garage! This Custom Built Home Is 56 Y/O &amp; Was Made For A Large Family W/ A Full Standing Wrap Around Attic, Nearly 3000Sqft Of Living Space &amp; An Indoor Pool!! Much Loved Home Of Original Owners Is A Diamond In The Rough-Come Put Your Personal Touch On This House &amp; Call This Home Sweet Home &amp; Live On A Court In The Father Serra &amp; Richview C. District. Fridge, Stove, Microwave, Dishwasher, Washer, Dryer, All Electrical Light Fixtures And All Window Coverings.""",https://www.realmaster.com/en/toronto-on/7-royal-wood-crt/willowridge-martingrove-richview-TRBW5102332?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=70,"7 Royal Wood Crt, Toronto, Ontario, M9R2T5"
2583,2 Athol Ave | House For Sale,W5087248,for sale,Residential House,,20210114,,,"1,449,000",3,3,1,,N,,,,"Just Buy And Move In! Spacious Bungalow; Recent Improvements: Interior Painting Throughout, New Roof, Siding, Soffits And Fascia; Addition, Concrete Patio And Drive, Waterproofing; New Bathrooms, Hardwood Fl. Throughout, New Doors &amp; Windows; Stone Front Porch, Newly Painted Shed With New Roof, Sep. Seniors Addition With Sep. Ent.  Priv. Dr. ( 2 Cars) Steps To Ttc &amp; Shopping, Schools And Churches. Builders Note 50 Foot Lot Fridge, Stove, Washer, Dryer, G F &amp; Equip, C A C &amp; Equip, Elfs, Wardrobe In Fr, Hwt (Owned). Exclude: Driveway Metal Gates, Green Tool Shed, Fridge In Sitting Rm, Curtains In Fr, Mbr. Prescription Mirror In Main Bathroom.""",https://www.realmaster.com/en/toronto-on/2-athol-ave/stonegate-queensway-TRBW5087248?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=70,"2 Athol Ave, Toronto, Ontario, M8Z2A4"
